Number,Base ms,Miller ms
34188,0.000000,0.000000
34189,0.000167,0.012042
34190,0.000000,0.000041
34191,0.000042,0.000084
34192,0.000042,0.000000
34193,0.000084,0.000042
34194,0.000000,0.000042
34195,0.000000,0.000042
34196,0.000000,0.000000
34197,0.000041,0.000042
34198,0.000041,0.000042
34199,0.000042,0.000041
34200,0.000000,0.000000
34201,0.000041,0.000042
34202,0.000042,0.000000
34203,0.000041,0.000042
34204,0.000042,0.000041
34205,0.000041,0.000042
34206,0.000042,0.000000
34207,0.000084,0.012000
34208,0.000000,0.000042
34209,0.000041,0.000042
34210,0.000000,0.000000
34211,0.000208,0.023542
34212,0.000000,0.000042
34213,0.000167,0.023208
34214,0.000042,0.000041
34215,0.000041,0.000042
34216,0.000042,0.000042
34217,0.000166,0.022875
34218,0.000042,0.000042
34219,0.000042,0.000042
34220,0.000000,0.000000
34221,0.000041,0.000042
34222,0.000000,0.000042
34223,0.000041,0.000042
34224,0.000000,0.000042
34225,0.000042,0.000041
34226,0.000042,0.000042
34227,0.000042,0.000041
34228,0.000041,0.000042
34229,0.000042,0.000042
34230,0.000042,0.000000
34231,0.000166,0.023708
34232,0.000000,0.000000
34233,0.000041,0.000042
34234,0.000042,0.000000
34235,0.000042,0.000041
34236,0.000042,0.000041
34237,0.000042,0.000042
34238,0.000000,0.000041
34239,0.000042,0.000041
34240,0.000041,0.000000
34241,0.000084,0.011959
34242,0.000000,0.000042
34243,0.000042,0.000041
34244,0.000042,0.000041
34245,0.000041,0.000000
34246,0.000042,0.000000
34247,0.000042,0.000042
34248,0.000042,0.000041
34249,0.000042,0.000042
34250,0.000000,0.000000
34251,0.000041,0.000042
34252,0.000042,0.000042
34253,0.000208,0.023542
34254,0.000042,0.000041
34255,0.000042,0.000042
34256,0.000000,0.000042
34257,0.000042,0.000041
34258,0.000000,0.000042
34259,0.000167,0.023500
34260,0.000042,0.000042
34261,0.000167,0.023500
34262,0.000042,0.000000
34263,0.000042,0.000041
34264,0.000041,0.000042
34265,0.000000,0.000042
34266,0.000042,0.000042
34267,0.000167,0.023791
34268,0.000042,0.000041
34269,0.000041,0.000083
34270,0.000041,0.000042
34271,0.000084,0.000042
34272,0.000000,0.000041
34273,0.000166,0.022917
34274,0.000000,0.000042
34275,0.000000,0.000042
34276,0.000000,0.000041
34277,0.000125,0.012042
34278,0.000000,0.000041
34279,0.000042,0.000041
34280,0.000041,0.000000
34281,0.000042,0.000042
34282,0.000042,0.000000
34283,0.000208,0.023500
34284,0.000042,0.000042
34285,0.000042,0.000042
34286,0.000042,0.000000
34287,0.000041,0.000042
34288,0.000000,0.000042
34289,0.000041,0.000083
34290,0.000042,0.000042
34291,0.000084,0.000042
34292,0.000041,0.000000
34293,0.000042,0.000042
34294,0.000042,0.000000
34295,0.000042,0.000083
34296,0.000000,0.000042
34297,0.000166,0.023375
34298,0.000000,0.000042
34299,0.000041,0.000042
34300,0.000041,0.000042
34301,0.000167,0.023417
34302,0.000041,0.000042
34303,0.000166,0.023250
34304,0.000042,0.000000
34305,0.000042,0.000041
34306,0.000000,0.000041
34307,0.000042,0.000042
34308,0.000041,0.000000
34309,0.000042,0.000084
34310,0.000042,0.000000
34311,0.000041,0.000042
34312,0.000042,0.000000
34313,0.000166,0.022833
34314,0.000000,0.000042
34315,0.000042,0.000042
34316,0.000000,0.000041
34317,0.000041,0.000042
34318,0.000000,0.000041
34319,0.000166,0.025000
34320,0.000041,0.000042
34321,0.000041,0.000083
34322,0.000041,0.000042
34323,0.000042,0.000042
34324,0.000000,0.000041
34325,0.000042,0.000041
34326,0.000000,0.000042
34327,0.000167,0.022958
34328,0.000041,0.000042
34329,0.000041,0.000042
34330,0.000042,0.000000
34331,0.000041,0.000042
34332,0.000000,0.000042
34333,0.000041,0.000042
34334,0.000042,0.000041
34335,0.000041,0.000042
34336,0.000042,0.000041
34337,0.000166,0.022750
34338,0.000000,0.000042
34339,0.000042,0.000042
34340,0.000042,0.000000
34341,0.000042,0.000084
34342,0.000041,0.000042
34343,0.000084,0.011875
34344,0.000042,0.000041
34345,0.000042,0.000042
34346,0.000042,0.000000
34347,0.000041,0.000042
34348,0.000042,0.000042
34349,0.000000,0.000041
34350,0.000042,0.000000
34351,0.000167,0.023208
34352,0.000000,0.000042
34353,0.000041,0.000042
34354,0.000000,0.000000
34355,0.000042,0.000042
34356,0.000000,0.000042
34357,0.000041,0.000042
34358,0.000042,0.000042
34359,0.000042,0.000041
34360,0.000041,0.000042
34361,0.000166,0.024042
34362,0.000000,0.000041
34363,0.000042,0.000041
34364,0.000000,0.000042
34365,0.000042,0.000042
34366,0.000041,0.000000
34367,0.000167,0.023917
34368,0.000042,0.000042
34369,0.000167,0.023417
34370,0.000041,0.000042
34371,0.000041,0.000042
34372,0.000042,0.000042
34373,0.000041,0.000042
34374,0.000042,0.000042
34375,0.000041,0.000042
34376,0.000000,0.000042
34377,0.000042,0.000000
34378,0.000041,0.000000
34379,0.000042,0.000042
34380,0.000042,0.000000
34381,0.000166,0.023917
34382,0.000042,0.000041
34383,0.000042,0.000041
34384,0.000000,0.000000
34385,0.000042,0.000083
34386,0.000000,0.000000
34387,0.000125,0.012000
34388,0.000000,0.000042
34389,0.000042,0.000042
34390,0.000000,0.000000
34391,0.000000,0.000041
34392,0.000000,0.000000
34393,0.000167,0.012750
34394,0.000042,0.000041
34395,0.000042,0.000041
34396,0.000041,0.000000
34397,0.000042,0.000042
34398,0.000000,0.000000
34399,0.000042,0.000084
34400,0.000042,0.000000
34401,0.000042,0.000083
34402,0.000042,0.000000
34403,0.000208,0.022958
34404,0.000000,0.000042
34405,0.000042,0.000042
34406,0.000000,0.000041
34407,0.000042,0.000041
34408,0.000000,0.000041
34409,0.000042,0.000042
34410,0.000042,0.000041
34411,0.000000,0.000041
34412,0.000000,0.000000
34413,0.000041,0.000000
34414,0.000042,0.000042
34415,0.000042,0.000041
34416,0.000041,0.000042
34417,0.000125,0.012042
34418,0.000042,0.000000
34419,0.000042,0.000042
34420,0.000000,0.000042
34421,0.000167,0.023334
34422,0.000000,0.000042
34423,0.000042,0.000042
34424,0.000000,0.000042
34425,0.000042,0.000041
34426,0.000042,0.000042
34427,0.000167,0.012125
34428,0.000000,0.000042
34429,0.000167,0.023209
34430,0.000000,0.000042
34431,0.000041,0.000083
34432,0.000042,0.000042
34433,0.000041,0.000042
34434,0.000000,0.000041
34435,0.000000,0.000042
34436,0.000000,0.000041
34437,0.000042,0.000000
34438,0.000042,0.000041
34439,0.000166,0.024375
34440,0.000042,0.000041
34441,0.000042,0.000042
34442,0.000000,0.000042
34443,0.000041,0.000042
34444,0.000000,0.000042
34445,0.000041,0.000042
34446,0.000000,0.000042
34447,0.000042,0.000041
34448,0.000042,0.000000
34449,0.000042,0.000042
34450,0.000000,0.000041
34451,0.000083,0.000042
34452,0.000041,0.000042
34453,0.000125,0.012166
34454,0.000000,0.000041
34455,0.000042,0.000042
34456,0.000042,0.000042
34457,0.000166,0.023708
34458,0.000000,0.000041
34459,0.000042,0.000041
34460,0.000000,0.000042
34461,0.000042,0.000042
34462,0.000042,0.000042
34463,0.000042,0.000042
34464,0.000042,0.000042
34465,0.000042,0.000041
34466,0.000000,0.000042
34467,0.000041,0.000042
34468,0.000000,0.000042
34469,0.000167,0.022875
34470,0.000000,0.000042
34471,0.000208,0.023500
34472,0.000042,0.000041
34473,0.000041,0.000042
34474,0.000042,0.000000
34475,0.000042,0.000000
34476,0.000000,0.000042
34477,0.000042,0.000042
34478,0.000000,0.000042
34479,0.000042,0.000042
34480,0.000000,0.000042
34481,0.000042,0.000042
34482,0.000000,0.000042
34483,0.000167,0.023042
34484,0.000000,0.000042
34485,0.000042,0.000041
34486,0.000000,0.000042
34487,0.000166,0.023042
34488,0.000042,0.000042
34489,0.000042,0.000083
34490,0.000041,0.000042
34491,0.000042,0.000084
34492,0.000042,0.000042
34493,0.000041,0.000041
34494,0.000000,0.000000
34495,0.000042,0.000042
34496,0.000042,0.000041
34497,0.000041,0.000041
34498,0.000000,0.000000
34499,0.000167,0.023125
34500,0.000042,0.000041
34501,0.000208,0.023292
34502,0.000000,0.000000
34503,0.000042,0.000041
34504,0.000041,0.000042
34505,0.000042,0.000042
34506,0.000042,0.000041
34507,0.000042,0.000041
34508,0.000041,0.000042
34509,0.000042,0.000041
34510,0.000042,0.000042
34511,0.000167,0.023833
34512,0.000041,0.000042
34513,0.000166,0.023125
34514,0.000000,0.000042
34515,0.000041,0.000042
34516,0.000042,0.000042
34517,0.000042,0.000000
34518,0.000041,0.000042
34519,0.000167,0.032750
34520,0.000083,0.017792
34521,0.000042,0.000125
34522,0.000042,0.000041
34523,0.000041,0.000125
34524,0.000041,0.000000
34525,0.000042,0.000042
34526,0.000041,0.000042
34527,0.000041,0.000042
34528,0.000000,0.000042
34529,0.000083,0.000083
34530,0.000042,0.000041
34531,0.000041,0.000042
34532,0.000000,0.000041
34533,0.000042,0.000042
34534,0.000000,0.003083
34535,0.000042,0.000167
34536,0.000042,0.000083
34537,0.000167,0.025792
34538,0.000041,0.000083
34539,0.000042,0.000041
34540,0.000042,0.000000
34541,0.000041,0.000083
34542,0.000000,0.000042
34543,0.000167,0.024459
34544,0.000042,0.000000
34545,0.000042,0.000042
34546,0.000042,0.000042
34547,0.000167,0.011959
34548,0.000042,0.000041
34549,0.000166,0.023542
34550,0.000042,0.000041
34551,0.000041,0.000042
34552,0.000041,0.000042
34553,0.000125,0.012083
34554,0.000000,0.000042
34555,0.000000,0.000041
34556,0.000041,0.000000
34557,0.000000,0.000041
34558,0.000000,0.000042
34559,0.000000,0.000042
34560,0.000000,0.000000
34561,0.000291,0.001292
34562,0.000083,0.000125
34563,0.000042,0.000125
34564,0.000084,0.000083
34565,0.000083,0.000167
34566,0.000083,0.000084
34567,0.000125,0.000167
34568,0.000042,0.000125
34569,0.000083,0.000125
34570,0.000041,0.000083
34571,0.000834,0.034333
34572,0.000042,0.000083
34573,0.000125,0.000125
34574,0.000042,0.000083
34575,0.000083,0.000125
34576,0.000083,0.000125
34577,0.000375,0.017583
34578,0.000166,0.000500
34579,0.000167,0.015208
34580,0.000167,0.000459
34581,0.000042,0.000250
34582,0.000042,0.000042
34583,0.000292,0.025709
34584,0.000000,0.000041
34585,0.000042,0.000083
34586,0.000042,0.000042
34587,0.000042,0.000041
34588,0.000042,0.000000
34589,0.000209,0.025500
34590,0.000042,0.000041
34591,0.000167,0.023875
34592,0.000041,0.000042
34593,0.000042,0.000042
34594,0.000041,0.000042
34595,0.000000,0.000083
34596,0.000000,0.000000
34597,0.000042,0.000041
34598,0.000000,0.000000
34599,0.000000,0.000041
34600,0.000000,0.000000
34601,0.000000,0.000042
34602,0.000042,0.000041
34603,0.000125,0.024375
34604,0.000042,0.000084
34605,0.000042,0.000042
34606,0.000042,0.000041
34607,0.000166,0.023375
34608,0.000000,0.000000
34609,0.000084,0.000042
34610,0.000042,0.000041
34611,0.000000,0.000042
34612,0.000041,0.000042
34613,0.000167,0.024166
34614,0.000042,0.000042
34615,0.000042,0.000042
34616,0.000042,0.000000
34617,0.000041,0.000042
34618,0.000042,0.000042
34619,0.000042,0.000041
34620,0.000041,0.000042
34621,0.000083,0.012417
34622,0.000000,0.000042
34623,0.000042,0.000000
34624,0.000000,0.000000
34625,0.000042,0.000042
34626,0.000000,0.000042
34627,0.000041,0.000042
34628,0.000000,0.000042
34629,0.000042,0.000041
34630,0.000042,0.000042
34631,0.000208,0.024666
34632,0.000041,0.000042
34633,0.000041,0.012625
34634,0.000042,0.000000
34635,0.000000,0.000041
34636,0.000041,0.000000
34637,0.000000,0.000042
34638,0.000042,0.000000
34639,0.000042,0.000042
34640,0.000041,0.000042
34641,0.000042,0.000041
34642,0.000000,0.000000
34643,0.000000,0.000041
34644,0.000042,0.000041
34645,0.000000,0.000083
34646,0.000000,0.000000
34647,0.000000,0.000042
34648,0.000000,0.000000
34649,0.000166,0.023167
34650,0.000042,0.000041
34651,0.000167,0.024541
34652,0.000042,0.000041
34653,0.000000,0.000042
34654,0.000042,0.000041
34655,0.000000,0.000042
34656,0.000000,0.000042
34657,0.000041,0.000042
34658,0.000041,0.000042
34659,0.000042,0.000000
34660,0.000000,0.000000
34661,0.000000,0.000084
34662,0.000000,0.000042
34663,0.000042,0.000042
34664,0.000000,0.000041
34665,0.000041,0.000042
34666,0.000000,0.000000
34667,0.000167,0.023833
34668,0.000042,0.000042
34669,0.000042,0.000042
34670,0.000041,0.000042
34671,0.000042,0.000041
34672,0.000000,0.000000
34673,0.000167,0.026958
34674,0.000000,0.000042
34675,0.000042,0.000042
34676,0.000042,0.000041
34677,0.000000,0.000042
34678,0.000042,0.000042
34679,0.000167,0.024084
34680,0.000041,0.000042
34681,0.000125,0.012250
34682,0.000000,0.000041
34683,0.000000,0.000083
34684,0.000042,0.000000
34685,0.000041,0.000042
34686,0.000042,0.000000
34687,0.000166,0.023958
34688,0.000042,0.000042
34689,0.000042,0.000041
34690,0.000041,0.000042
34691,0.000125,0.011917
34692,0.000042,0.000042
34693,0.000166,0.024625
34694,0.000000,0.000000
34695,0.000042,0.000041
34696,0.000042,0.000000
34697,0.000041,0.000042
34698,0.000042,0.000041
34699,0.000000,0.000042
34700,0.000000,0.000000
34701,0.000041,0.000042
34702,0.000000,0.000042
34703,0.000125,0.023333
34704,0.000000,0.000083
34705,0.000000,0.000041
34706,0.000042,0.000000
34707,0.000041,0.000042
34708,0.000000,0.000041
34709,0.000084,0.012584
34710,0.000041,0.000042
34711,0.000083,0.015125
34712,0.000041,0.000042
34713,0.000000,0.000083
34714,0.000042,0.000041
34715,0.000042,0.000084
34716,0.000000,0.000000
34717,0.000125,0.012417
34718,0.000042,0.000042
34719,0.000042,0.000041
34720,0.000041,0.000042
34721,0.000167,0.023875
34722,0.000000,0.000000
34723,0.000042,0.000042
34724,0.000041,0.000042
34725,0.000042,0.000041
34726,0.000041,0.000042
34727,0.000042,0.000042
34728,0.000000,0.000000
34729,0.000166,0.026500
34730,0.000042,0.000042
34731,0.000000,0.000042
34732,0.000000,0.000042
34733,0.000042,0.000042
34734,0.000042,0.000041
34735,0.000000,0.000084
34736,0.000042,0.000042
34737,0.000041,0.000042
34738,0.000000,0.000000
34739,0.000125,0.027541
34740,0.000041,0.000042
34741,0.000041,0.000042
34742,0.000000,0.000042
34743,0.000000,0.000042
34744,0.000042,0.000041
34745,0.000000,0.000083
34746,0.000041,0.000042
34747,0.000166,0.024625
34748,0.000042,0.000041
34749,0.000042,0.000042
34750,0.000000,0.000000
34751,0.000000,0.000042
34752,0.000042,0.000042
34753,0.000042,0.000083
34754,0.000041,0.000042
34755,0.000041,0.000000
34756,0.000042,0.000041
34757,0.000167,0.023167
34758,0.000042,0.000041
34759,0.000167,0.023750
34760,0.000000,0.000000
34761,0.000041,0.000083
34762,0.000041,0.000000
34763,0.000167,0.023500
34764,0.000042,0.000041
34765,0.000000,0.000041
34766,0.000000,0.000042
34767,0.000042,0.000041
34768,0.000042,0.000041
34769,0.000041,0.000042
34770,0.000042,0.000041
34771,0.000042,0.000042
34772,0.000000,0.000042
34773,0.000042,0.000041
34774,0.000042,0.000042
34775,0.000000,0.000083
34776,0.000041,0.000042
34777,0.000084,0.012292
34778,0.000041,0.000042
34779,0.000000,0.000041
34780,0.000000,0.000041
34781,0.000166,0.024333
34782,0.000041,0.000042
34783,0.000041,0.000083
34784,0.000041,0.000042
34785,0.000042,0.000041
34786,0.000000,0.000000
34787,0.000042,0.000042
34788,0.000042,0.000042
34789,0.000042,0.000042
34790,0.000000,0.000042
34791,0.000042,0.000041
34792,0.000041,0.000000
34793,0.000042,0.000042
34794,0.000042,0.000042
34795,0.000000,0.000042
34796,0.000000,0.000000
34797,0.000000,0.000042
34798,0.000042,0.000042
34799,0.000041,0.000042
34800,0.000000,0.000000
34801,0.000042,0.000042
34802,0.000042,0.000042
34803,0.000000,0.000041
34804,0.000000,0.000000
34805,0.000042,0.000041
34806,0.000042,0.000000
34807,0.000125,0.026833
34808,0.000000,0.000042
34809,0.000000,0.000042
34810,0.000000,0.000000
34811,0.000041,0.000083
34812,0.000041,0.000000
34813,0.000042,0.000041
34814,0.000000,0.000000
34815,0.000041,0.000042
34816,0.000042,0.000042
34817,0.000042,0.000083
34818,0.000000,0.000042
34819,0.000167,0.023333
34820,0.000000,0.000042
34821,0.000041,0.000041
34822,0.000041,0.000000
34823,0.000125,0.012292
34824,0.000000,0.000042
34825,0.000042,0.000041
34826,0.000042,0.000041
34827,0.000042,0.000041
34828,0.000042,0.000041
34829,0.000042,0.000042
34830,0.000041,0.000042
34831,0.000084,0.011959
34832,0.000042,0.000000
34833,0.000041,0.000042
34834,0.000000,0.000041
34835,0.000000,0.000041
34836,0.000000,0.000042
34837,0.000042,0.000000
34838,0.000000,0.000041
34839,0.000041,0.000042
34840,0.000042,0.000041
34841,0.000125,0.023250
34842,0.000042,0.000042
34843,0.000167,0.023084
34844,0.000000,0.000000
34845,0.000042,0.000042
34846,0.000000,0.000000
34847,0.000166,0.034542
34848,0.000042,0.000208
34849,0.000166,0.024917
34850,0.000000,0.000000
34851,0.000000,0.000042
34852,0.000042,0.000041
34853,0.000042,0.000042
34854,0.000042,0.000042
34855,0.000042,0.000041
34856,0.000000,0.000000
34857,0.000042,0.000042
34858,0.000000,0.000000
34859,0.000084,0.000042
34860,0.000042,0.000042
34861,0.000125,0.022375
34862,0.000084,0.000042
34863,0.000000,0.000083
34864,0.000000,0.000042
34865,0.000042,0.000042
34866,0.000000,0.000042
34867,0.000042,0.000041
34868,0.000000,0.000041
34869,0.000042,0.000041
34870,0.000041,0.000000
34871,0.000167,0.023750
34872,0.000000,0.000042
34873,0.000042,0.000042
34874,0.000042,0.000041
34875,0.000000,0.000042
34876,0.000042,0.000000
34877,0.000167,0.033208
34878,0.000000,0.000042
34879,0.000083,0.000042
34880,0.000041,0.000042
34881,0.000084,0.000167
34882,0.000042,0.000041
34883,0.000167,0.023834
34884,0.000042,0.000041
34885,0.000042,0.000041
34886,0.000000,0.000042
34887,0.000042,0.000000
34888,0.000000,0.000041
34889,0.000542,0.012083
34890,0.000000,0.000041
34891,0.000042,0.000041
34892,0.000000,0.000000
34893,0.000041,0.000042
34894,0.000042,0.000042
34895,0.000000,0.000041
34896,0.000042,0.000042
34897,0.000208,0.026625
34898,0.000041,0.000042
34899,0.000041,0.000084
34900,0.000042,0.000041
34901,0.000041,0.000042
34902,0.000042,0.000000
34903,0.000042,0.000042
34904,0.000041,0.000042
34905,0.000042,0.000041
34906,0.000041,0.000042
34907,0.000084,0.012542
34908,0.000000,0.000042
34909,0.000000,0.000041
34910,0.000000,0.000041
34911,0.000041,0.000042
34912,0.000041,0.000042
34913,0.000167,0.024375
34914,0.000042,0.000041
34915,0.000042,0.000000
34916,0.000000,0.000000
34917,0.000042,0.000042
34918,0.000000,0.000000
34919,0.000167,0.027000
34920,0.000000,0.000042
34921,0.000083,0.000041
34922,0.000000,0.000041
34923,0.000042,0.000042
34924,0.000042,0.000000
34925,0.000041,0.000041
34926,0.000000,0.000042
34927,0.000042,0.000084
34928,0.000042,0.000000
34929,0.000042,0.000041
34930,0.000041,0.000000
34931,0.000000,0.000042
34932,0.000000,0.000000
34933,0.000167,0.012708
34934,0.000000,0.000042
34935,0.000042,0.000041
34936,0.000041,0.000000
34937,0.000000,0.000041
34938,0.000000,0.000042
34939,0.000167,0.024542
34940,0.000000,0.000042
34941,0.000042,0.000042
34942,0.000000,0.000042
34943,0.000125,0.016625
34944,0.000042,0.000042
34945,0.000042,0.000000
34946,0.000000,0.000041
34947,0.000042,0.000042
34948,0.000042,0.000000
34949,0.000166,0.023042
34950,0.000042,0.000041
34951,0.000042,0.000042
34952,0.000000,0.000041
34953,0.000042,0.000041
34954,0.000042,0.000041
34955,0.000041,0.000042
34956,0.000041,0.000000
34957,0.000000,0.000000
34958,0.000000,0.000041
34959,0.000042,0.000042
34960,0.000041,0.000042
34961,0.000167,0.026125
34962,0.000000,0.000042
34963,0.000167,0.023250
34964,0.000000,0.000041
34965,0.000042,0.000042
34966,0.000041,0.000042
34967,0.000083,0.011916
34968,0.000000,0.000042
34969,0.000042,0.000042
34970,0.000000,0.000042
34971,0.000000,0.000041
34972,0.000000,0.000042
34973,0.000084,0.000000
34974,0.000000,0.000042
34975,0.000000,0.000041
34976,0.000041,0.000042
34977,0.000041,0.000042
34978,0.000000,0.000041
34979,0.000000,0.000041
34980,0.000000,0.000042
34981,0.000208,0.025167
34982,0.000042,0.000041
34983,0.000042,0.000042
34984,0.000042,0.000000
34985,0.000041,0.000042
34986,0.000042,0.000041
34987,0.000042,0.012708
34988,0.000042,0.000042
34989,0.000042,0.000041
34990,0.000000,0.000042
34991,0.000042,0.000041
34992,0.000000,0.000041
34993,0.000000,0.000042
34994,0.000000,0.000042
34995,0.000042,0.000041
34996,0.000000,0.000041
34997,0.000084,0.012542
34998,0.000042,0.000042
34999,0.000041,0.000042
35000,0.000000,0.000041
35001,0.000041,0.000041
35002,0.000000,0.000042
35003,0.000042,0.000041
35004,0.000042,0.000042
35005,0.000041,0.000042
35006,0.000041,0.000042
35007,0.000041,0.000042
35008,0.000041,0.000042
35009,0.000041,0.000042
35010,0.000042,0.000042
35011,0.000167,0.012416
35012,0.000042,0.000041
35013,0.000041,0.000042
35014,0.000041,0.000000
35015,0.000042,0.000000
35016,0.000042,0.000375
35017,0.000041,0.000042
35018,0.000042,0.000041
35019,0.000042,0.000042
35020,0.000000,0.000000
35021,0.000042,0.000041
35022,0.000000,0.000000
35023,0.000166,0.025792
35024,0.000000,0.000000
35025,0.000042,0.000041
35026,0.000000,0.000042
35027,0.000166,0.023125
35028,0.000000,0.000042
35029,0.000041,0.000041
35030,0.000000,0.000042
35031,0.000041,0.000042
35032,0.000000,0.000041
35033,0.000083,0.000042
35034,0.000000,0.000042
35035,0.000041,0.000041
35036,0.000000,0.000042
35037,0.000042,0.000000
35038,0.000042,0.000041
35039,0.000042,0.000042
35040,0.000042,0.000041
35041,0.000083,0.012458
35042,0.000000,0.000041
35043,0.000083,0.000000
35044,0.000041,0.000042
35045,0.000042,0.000042
35046,0.000000,0.000042
35047,0.000125,0.015292
35048,0.000000,0.000041
35049,0.000042,0.000042
35050,0.000000,0.000042
35051,0.000166,0.025125
35052,0.000000,0.000000
35053,0.000167,0.024625
35054,0.000042,0.000042
35055,0.000042,0.000042
35056,0.000000,0.000042
35057,0.000041,0.000042
35058,0.000000,0.000000
35059,0.000167,0.025334
35060,0.000041,0.000042
35061,0.000041,0.000042
35062,0.000042,0.000042
35063,0.000000,0.000041
35064,0.000000,0.000042
35065,0.000041,0.000042
35066,0.000042,0.000042
35067,0.000041,0.000042
35068,0.000000,0.000041
35069,0.000166,0.024042
35070,0.000042,0.000042
35071,0.000042,0.000042
35072,0.000041,0.000042
35073,0.000000,0.000041
35074,0.000042,0.000042
35075,0.000000,0.000041
35076,0.000042,0.000041
35077,0.000041,0.000042
35078,0.000042,0.000000
35079,0.000041,0.000000
35080,0.000000,0.000042
35081,0.000167,0.023459
35082,0.000042,0.000000
35083,0.000208,0.025292
35084,0.000000,0.000041
35085,0.000041,0.000041
35086,0.000000,0.000042
35087,0.000041,0.000042
35088,0.000042,0.000041
35089,0.000166,0.024042
35090,0.000000,0.000041
35091,0.000000,0.000041
35092,0.000000,0.000042
35093,0.000041,0.000042
35094,0.000041,0.000041
35095,0.000041,0.000042
35096,0.000042,0.000042
35097,0.000042,0.000041
35098,0.000000,0.000042
35099,0.000166,0.024708
35100,0.000042,0.000041
35101,0.000041,0.000042
35102,0.000000,0.000042
35103,0.000042,0.000000
35104,0.000041,0.000042
35105,0.000000,0.000041
35106,0.000042,0.000042
35107,0.000167,0.122791
35108,0.000042,0.000083
35109,0.000042,0.000042
35110,0.000042,0.000041
35111,0.000208,0.047833
35112,0.041250,0.000375
35113,0.000083,0.000125
35114,0.000042,0.000042
35115,0.000041,0.000041
35116,0.000042,0.000041
35117,0.000125,0.024167
35118,0.000000,0.000042
35119,0.000000,0.000042
35120,0.000042,0.000042
35121,0.000000,0.000000
35122,0.000041,0.000000
35123,0.000042,0.000042
35124,0.000000,0.000042
35125,0.000000,0.000042
35126,0.000042,0.000041
35127,0.000041,0.000000
35128,0.000000,0.000000
35129,0.000250,0.023750
35130,0.000042,0.000042
35131,0.000042,0.000083
35132,0.000042,0.000041
35133,0.000000,0.000042
35134,0.000041,0.000000
35135,0.000042,0.000083
35136,0.000042,0.000041
35137,0.000042,0.000041
35138,0.000041,0.000000
35139,0.000000,0.000042
35140,0.000000,0.000041
35141,0.000208,0.024375
35142,0.000041,0.000041
35143,0.000125,0.012042
35144,0.000042,0.000042
35145,0.000000,0.000083
35146,0.000042,0.000042
35147,0.000042,0.000042
35148,0.000042,0.000042
35149,0.000125,0.028791
35150,0.000041,0.000042
35151,0.000000,0.000042
35152,0.000000,0.000042
35153,0.000167,0.028166
35154,0.000041,0.000042
35155,0.000042,0.000041
35156,0.000000,0.000000
35157,0.000000,0.000000
35158,0.000000,0.000041
35159,0.000166,0.024500
35160,0.000000,0.000041
35161,0.000000,0.000042
35162,0.000042,0.000000
35163,0.000000,0.000042
35164,0.000042,0.000041
35165,0.000000,0.000041
35166,0.000000,0.000000
35167,0.000042,0.000041
35168,0.000000,0.000042
35169,0.000042,0.000042
35170,0.000000,0.000041
35171,0.000166,0.024000
35172,0.000042,0.000042
35173,0.000041,0.000042
35174,0.000042,0.000000
35175,0.000042,0.000041
35176,0.000042,0.000042
35177,0.000041,0.000041
35178,0.000042,0.000000
35179,0.000125,0.012333
35180,0.000042,0.000041
35181,0.000042,0.000041
35182,0.000041,0.000042
35183,0.000125,0.012666
35184,0.000041,0.000042
35185,0.000041,0.000042
35186,0.000042,0.000041
35187,0.000000,0.000000
35188,0.000000,0.000042
35189,0.000000,0.000042
35190,0.000042,0.000041
35191,0.000042,0.000000
35192,0.000041,0.000042
35193,0.000000,0.000041
35194,0.000042,0.000042
35195,0.000041,0.000042
35196,0.000042,0.000042
35197,0.000083,0.013125
35198,0.000042,0.000042
35199,0.000000,0.000042
35200,0.000042,0.000000
35201,0.000125,0.022375
35202,0.000000,0.000042
35203,0.000042,0.000041
35204,0.000000,0.000042
35205,0.000042,0.000041
35206,0.000042,0.000042
35207,0.000041,0.000042
35208,0.000042,0.000000
35209,0.000125,0.011541
35210,0.000042,0.000000
35211,0.000042,0.000042
35212,0.000042,0.000041
35213,0.000000,0.000000
35214,0.000000,0.000041
35215,0.000000,0.000000
35216,0.000000,0.000000
35217,0.000125,0.000167
35218,0.000000,0.000042
35219,0.000041,0.000041
35220,0.000000,0.000000
35221,0.000166,0.024458
35222,0.000041,0.000042
35223,0.000042,0.000042
35224,0.000000,0.000000
35225,0.000042,0.000041
35226,0.000000,0.000042
35227,0.000166,0.023167
35228,0.000000,0.000000
35229,0.000042,0.000042
35230,0.000000,0.000042
35231,0.000000,0.000042
35232,0.000042,0.000000
35233,0.000042,0.000042
35234,0.000041,0.000042
35235,0.000042,0.000042
35236,0.000083,0.000166
35237,0.000125,0.012292
35238,0.000042,0.000042
35239,0.000166,0.012500
35240,0.000042,0.000041
35241,0.000041,0.000083
35242,0.000000,0.000000
35243,0.000041,0.000042
35244,0.000042,0.000000
35245,0.000042,0.000000
35246,0.000000,0.000041
35247,0.000042,0.000042
35248,0.000042,0.000000
35249,0.000125,0.011958
35250,0.000000,0.000000
35251,0.000166,0.023750
35252,0.000041,0.000042
35253,0.000042,0.000042
35254,0.000000,0.000000
35255,0.000042,0.000041
35256,0.000041,0.000042
35257,0.000209,0.023875
35258,0.000042,0.000041
35259,0.000042,0.000041
35260,0.000042,0.000041
35261,0.000042,0.000042
35262,0.000000,0.000000
