Number,Base ms,Miller ms
11044,0.000000,0.000041
11045,0.000041,0.000042
11046,0.000000,0.000000
11047,0.000125,0.023084
11048,0.000042,0.000042
11049,0.000042,0.000084
11050,0.000000,0.000000
11051,0.000041,0.000042
11052,0.000000,0.000000
11053,0.000000,0.000041
11054,0.000000,0.000042
11055,0.000042,0.000042
11056,0.000041,0.000042
11057,0.000083,0.021500
11058,0.000042,0.000042
11059,0.000083,0.021750
11060,0.000041,0.000042
11061,0.000042,0.000042
11062,0.000000,0.000000
11063,0.000000,0.000042
11064,0.000041,0.000042
11065,0.000042,0.000041
11066,0.000042,0.000000
11067,0.000042,0.000041
11068,0.000000,0.000042
11069,0.000083,0.023125
11070,0.000000,0.000083
11071,0.000125,0.022584
11072,0.000000,0.000041
11073,0.000042,0.000042
11074,0.000000,0.000042
11075,0.000042,0.000041
11076,0.000000,0.000042
11077,0.000041,0.000042
11078,0.000042,0.000042
11079,0.000000,0.000042
11080,0.000000,0.000041
11081,0.000000,0.000042
11082,0.000000,0.000042
11083,0.000125,0.022750
11084,0.000042,0.000042
11085,0.000042,0.000084
11086,0.000042,0.000042
11087,0.000084,0.022875
11088,0.000042,0.000000
11089,0.000000,0.000042
11090,0.000000,0.000000
11091,0.000042,0.000041
11092,0.000041,0.000000
11093,0.000125,0.022167
11094,0.000000,0.000000
11095,0.000042,0.000042
11096,0.000042,0.000042
11097,0.000041,0.000042
11098,0.000042,0.000042
11099,0.000041,0.000083
11100,0.000041,0.000042
11101,0.000000,0.000042
11102,0.000042,0.000042
11103,0.000041,0.000042
11104,0.000042,0.000041
11105,0.000041,0.000042
11106,0.000000,0.000000
11107,0.000042,0.000041
11108,0.000000,0.000042
11109,0.000042,0.000042
11110,0.000000,0.000042
11111,0.000041,0.000042
11112,0.000042,0.000042
11113,0.000083,0.021625
11114,0.000042,0.000042
11115,0.000042,0.000041
11116,0.000125,0.000167
11117,0.000125,0.024166
11118,0.000042,0.000041
11119,0.000125,0.022500
11120,0.000042,0.000041
11121,0.000042,0.000041
11122,0.000042,0.000000
11123,0.000000,0.000041
11124,0.000000,0.000000
11125,0.000041,0.000041
11126,0.000000,0.000000
11127,0.000042,0.000000
11128,0.000000,0.000000
11129,0.000042,0.000041
11130,0.000041,0.000042
11131,0.000083,0.022750
11132,0.000000,0.000041
11133,0.000041,0.000041
11134,0.000041,0.000042
11135,0.000042,0.000042
11136,0.000041,0.000000
11137,0.000042,0.000042
11138,0.000042,0.000041
11139,0.000042,0.000042
11140,0.000042,0.000041
11141,0.000042,0.000042
11142,0.000042,0.000000
11143,0.000041,0.000042
11144,0.000042,0.000042
11145,0.000042,0.000041
11146,0.000042,0.000000
11147,0.000042,0.012208
11148,0.000000,0.000041
11149,0.000084,0.023625
11150,0.000041,0.000042
11151,0.000041,0.000042
11152,0.000000,0.000000
11153,0.000041,0.000042
11154,0.000042,0.000000
11155,0.000000,0.000042
11156,0.000000,0.000042
11157,0.000042,0.000042
11158,0.000042,0.000000
11159,0.000125,0.023042
11160,0.000000,0.000041
11161,0.000083,0.022583
11162,0.000000,0.000041
11163,0.000041,0.000041
11164,0.000041,0.000042
11165,0.000041,0.000042
11166,0.000042,0.000042
11167,0.000042,0.000041
11168,0.000000,0.000042
11169,0.000041,0.000042
11170,0.000042,0.000042
11171,0.000084,0.023334
11172,0.000042,0.000041
11173,0.000084,0.023000
11174,0.000042,0.000042
11175,0.000042,0.000041
11176,0.000000,0.000000
11177,0.000083,0.022917
11178,0.000000,0.000042
11179,0.000042,0.000042
11180,0.000000,0.000000
11181,0.000042,0.000041
11182,0.000042,0.000000
11183,0.000084,0.000042
11184,0.000000,0.000042
11185,0.000042,0.000042
11186,0.000000,0.000042
11187,0.000042,0.000042
11188,0.000000,0.000000
11189,0.000083,0.012041
11190,0.000041,0.000000
11191,0.000041,0.000042
11192,0.000042,0.000042
11193,0.000041,0.000042
11194,0.000042,0.000042
11195,0.000041,0.000042
11196,0.000042,0.000042
11197,0.000125,0.021959
11198,0.000000,0.000000
11199,0.000041,0.000042
11200,0.000042,0.000000
11201,0.000042,0.000041
11202,0.000041,0.000000
11203,0.000042,0.000041
11204,0.000042,0.000000
11205,0.000041,0.000000
11206,0.000042,0.000000
11207,0.000000,0.000042
11208,0.000000,0.000042
11209,0.000083,0.000208
11210,0.000000,0.000042
11211,0.000042,0.000084
11212,0.000000,0.000042
11213,0.000125,0.024417
11214,0.000042,0.000042
11215,0.000042,0.000084
11216,0.000000,0.000042
11217,0.000042,0.000041
11218,0.000042,0.000042
11219,0.000042,0.000083
11220,0.000042,0.000042
11221,0.000000,0.000042
11222,0.000000,0.000000
11223,0.000042,0.000041
11224,0.000041,0.000000
11225,0.000000,0.000042
11226,0.000041,0.000000
11227,0.000125,0.012000
11228,0.000042,0.000041
11229,0.000000,0.000042
11230,0.000041,0.000042
11231,0.000041,0.000042
11232,0.000000,0.000000
11233,0.000041,0.000042
11234,0.000042,0.000042
11235,0.000000,0.000041
11236,0.000041,0.000042
11237,0.000875,0.000041
11238,0.000000,0.000041
11239,0.000125,0.022291
11240,0.000041,0.000042
11241,0.000000,0.000042
11242,0.000042,0.000000
11243,0.000125,0.022750
11244,0.000041,0.000042
11245,0.000000,0.000084
11246,0.000000,0.000042
11247,0.000000,0.000042
11248,0.000042,0.000041
11249,0.000041,0.000042
11250,0.000000,0.000042
11251,0.000083,0.023000
11252,0.000042,0.000042
11253,0.000042,0.000042
11254,0.000042,0.000041
11255,0.000000,0.000084
11256,0.000042,0.000041
11257,0.000083,0.022791
11258,0.000041,0.000083
11259,0.000042,0.000041
11260,0.000000,0.000000
11261,0.000083,0.022833
11262,0.000042,0.000042
11263,0.000041,0.000042
11264,0.000000,0.000000
11265,0.000042,0.000042
11266,0.000000,0.000041
11267,0.000000,0.000042
11268,0.000000,0.000000
11269,0.000084,0.012167
11270,0.000042,0.000042
11271,0.000042,0.000041
11272,0.000041,0.000042
11273,0.000125,0.031750
11274,0.000000,0.000042
11275,0.000000,0.000084
11276,0.000041,0.000042
11277,0.000041,0.000042
11278,0.000041,0.000042
11279,0.000083,0.038000
11280,0.000042,0.000042
11281,0.000041,0.000042
11282,0.000000,0.000042
11283,0.000042,0.000041
11284,0.000000,0.000042
11285,0.000042,0.000042
11286,0.000041,0.000042
11287,0.000084,0.022000
11288,0.000042,0.000000
11289,0.000041,0.000042
11290,0.000000,0.000000
11291,0.000042,0.000042
11292,0.000000,0.000000
11293,0.000042,0.000041
11294,0.000041,0.000042
11295,0.000042,0.000041
11296,0.000042,0.000042
11297,0.000042,0.000000
11298,0.000000,0.000042
11299,0.000125,0.022875
11300,0.000042,0.000041
11301,0.000000,0.000041
11302,0.000042,0.000041
11303,0.000083,0.012250
11304,0.000000,0.000000
11305,0.000000,0.000042
11306,0.000000,0.000000
11307,0.000042,0.000041
11308,0.000042,0.000041
11309,0.000041,0.000042
11310,0.000042,0.000000
11311,0.000083,0.022583
11312,0.000042,0.000000
11313,0.000041,0.000042
11314,0.000000,0.000041
11315,0.000042,0.000083
11316,0.000000,0.000042
11317,0.000084,0.022417
11318,0.000041,0.000042
11319,0.000041,0.000042
11320,0.000042,0.000041
11321,0.000083,0.022708
11322,0.000000,0.000000
11323,0.000042,0.000041
11324,0.000041,0.000042
11325,0.000042,0.000042
11326,0.000042,0.000042
11327,0.000083,0.000042
11328,0.000042,0.000042
11329,0.000125,0.022125
11330,0.000042,0.000000
11331,0.000000,0.000041
11332,0.000042,0.000042
11333,0.000041,0.000042
11334,0.000000,0.000041
11335,0.000041,0.000042
11336,0.000000,0.000042
11337,0.000000,0.000042
11338,0.000042,0.000042
11339,0.000042,0.000041
11340,0.000042,0.000042
11341,0.000042,0.000042
11342,0.000042,0.000041
11343,0.000000,0.000042
11344,0.000000,0.000041
11345,0.000041,0.000042
11346,0.000000,0.000042
11347,0.000042,0.000042
11348,0.000042,0.000041
11349,0.000000,0.000042
11350,0.000000,0.000000
11351,0.000084,0.023084
11352,0.000042,0.000042
11353,0.000125,0.021958
11354,0.000000,0.000000
11355,0.000000,0.000042
11356,0.000000,0.000000
11357,0.000042,0.000042
11358,0.000041,0.000042
11359,0.000042,0.000041
11360,0.000000,0.000000
11361,0.000042,0.000041
11362,0.000041,0.000000
11363,0.000000,0.000000
11364,0.000000,0.000041
11365,0.000000,0.000000
11366,0.000000,0.000000
11367,0.000042,0.000042
11368,0.000041,0.000042
11369,0.000084,0.022042
11370,0.000000,0.000042
11371,0.000083,0.011916
11372,0.000000,0.000042
11373,0.000000,0.000042
11374,0.000041,0.000042
11375,0.000042,0.000042
11376,0.000041,0.000042
11377,0.000000,0.000041
11378,0.000041,0.000042
11379,0.000042,0.000041
11380,0.000041,0.000042
11381,0.000000,0.000042
11382,0.000042,0.000000
11383,0.000084,0.023000
11384,0.000000,0.000041
11385,0.000042,0.000084
11386,0.000042,0.000000
11387,0.000042,0.011875
11388,0.000041,0.000000
11389,0.000042,0.000042
11390,0.000000,0.000000
11391,0.000041,0.000042
11392,0.000000,0.000041
11393,0.000125,0.021000
11394,0.000000,0.000041
11395,0.000041,0.000042
11396,0.000042,0.000041
11397,0.000000,0.000042
11398,0.000042,0.000041
11399,0.000083,0.023416
11400,0.000000,0.000041
11401,0.000042,0.000041
11402,0.000042,0.000042
11403,0.000041,0.000042
11404,0.000000,0.000000
11405,0.000000,0.000041
11406,0.000042,0.000042
11407,0.000041,0.000042
11408,0.000000,0.000000
11409,0.000000,0.000042
11410,0.000042,0.000041
11411,0.000167,0.023958
11412,0.000042,0.000041
11413,0.000083,0.030625
11414,0.000041,0.000042
11415,0.000041,0.000042
11416,0.000041,0.000042
11417,0.000000,0.000042
11418,0.000000,0.000042
11419,0.000000,0.000042
11420,0.000041,0.000042
11421,0.000000,0.000042
11422,0.000042,0.000000
11423,0.000125,0.032041
11424,0.000041,0.000083
11425,0.000042,0.000041
11426,0.000042,0.000041
11427,0.000000,0.000041
11428,0.000042,0.000042
11429,0.000083,0.000208
11430,0.000041,0.000042
11431,0.000042,0.000041
11432,0.000000,0.000000
11433,0.000042,0.000041
11434,0.000041,0.000042
11435,0.000042,0.000041
11436,0.000042,0.000041
11437,0.000125,0.023291
11438,0.000042,0.000041
11439,0.000041,0.000042
11440,0.000042,0.000042
11441,0.000042,0.000042
11442,0.000000,0.000000
11443,0.000083,0.022583
11444,0.000000,0.000042
11445,0.000042,0.000084
11446,0.000000,0.000041
11447,0.000083,0.023250
11448,0.000000,0.000041
11449,0.000084,0.011917
11450,0.000042,0.000042
11451,0.000000,0.000041
11452,0.000042,0.000000
11453,0.000000,0.000000
11454,0.000042,0.000042
11455,0.000041,0.000042
11456,0.000000,0.000041
11457,0.000041,0.000000
11458,0.000041,0.000042
11459,0.000000,0.000041
11460,0.000042,0.000041
11461,0.000083,0.012458
11462,0.000041,0.000083
11463,0.000042,0.000042
11464,0.000042,0.000042
11465,0.000041,0.000042
11466,0.000000,0.000000
11467,0.000084,0.023459
11468,0.000000,0.000000
11469,0.000041,0.000042
11470,0.000042,0.000000
11471,0.000084,0.023500
11472,0.000000,0.000000
11473,0.000042,0.000042
11474,0.000042,0.000042
11475,0.000000,0.000042
11476,0.000000,0.000041
11477,0.000041,0.000083
11478,0.000000,0.000000
11479,0.000042,0.000041
11480,0.000042,0.000041
11481,0.000000,0.000042
11482,0.000042,0.000042
11483,0.000083,0.021958
11484,0.000042,0.000042
11485,0.000000,0.000042
11486,0.000041,0.000000
11487,0.000042,0.000083
11488,0.000042,0.000000
11489,0.000084,0.022334
11490,0.000042,0.000041
11491,0.000083,0.023000
11492,0.000041,0.000042
11493,0.000000,0.000083
11494,0.000000,0.000042
11495,0.000041,0.000042
11496,0.000000,0.000000
11497,0.000084,0.021792
11498,0.000000,0.000042
11499,0.000000,0.000000
11500,0.000041,0.000042
11501,0.000000,0.000042
11502,0.000042,0.000041
11503,0.000083,0.022791
11504,0.000042,0.000042
11505,0.000042,0.000041
11506,0.000042,0.000000
11507,0.000083,0.000041
11508,0.000042,0.000042
11509,0.000000,0.000000
11510,0.000000,0.000042
11511,0.000000,0.000042
11512,0.000042,0.000041
11513,0.000042,0.000042
11514,0.000042,0.000041
11515,0.000000,0.000000
11516,0.000042,0.000042
11517,0.000000,0.000042
11518,0.000000,0.000041
11519,0.000083,0.022750
11520,0.000042,0.000041
11521,0.000041,0.000041
11522,0.000000,0.000042
11523,0.000042,0.000041
11524,0.000000,0.000042
11525,0.000042,0.000041
11526,0.000041,0.000042
11527,0.000083,0.022500
11528,0.000042,0.000041
11529,0.000041,0.000042
11530,0.000042,0.000000
11531,0.000041,0.000042
11532,0.000000,0.000041
11533,0.000042,0.000041
11534,0.000042,0.000042
11535,0.000042,0.000000
11536,0.000000,0.000000
11537,0.000083,0.016708
11538,0.000042,0.000000
11539,0.000041,0.000042
11540,0.000000,0.000000
11541,0.000041,0.000042
11542,0.000000,0.000042
11543,0.000042,0.000041
11544,0.000000,0.000000
11545,0.000042,0.000000
11546,0.000041,0.000042
11547,0.000042,0.000000
11548,0.000000,0.000042
11549,0.000125,0.022083
11550,0.000000,0.000000
11551,0.000083,0.021583
11552,0.000041,0.000041
11553,0.000083,0.000041
11554,0.000000,0.000042
11555,0.000041,0.000042
11556,0.000042,0.000042
11557,0.000000,0.000000
11558,0.000042,0.000000
11559,0.000000,0.000042
11560,0.000042,0.000042
11561,0.000042,0.000042
11562,0.000000,0.000042
11563,0.000041,0.000042
11564,0.000041,0.000000
11565,0.000042,0.000041
11566,0.000042,0.000000
11567,0.000042,0.000041
11568,0.000041,0.000000
11569,0.000041,0.000000
11570,0.000042,0.000042
11571,0.000000,0.000042
11572,0.000041,0.000000
11573,0.000083,0.012625
11574,0.000000,0.000042
11575,0.000625,0.000000
11576,0.000041,0.000042
11577,0.000041,0.000042
11578,0.000042,0.000000
11579,0.000083,0.023041
11580,0.000042,0.000000
11581,0.000042,0.000042
11582,0.000000,0.000000
11583,0.000041,0.000042
11584,0.000042,0.000042
11585,0.000000,0.000042
11586,0.000042,0.000000
11587,0.000125,0.022083
11588,0.000042,0.000041
11589,0.000041,0.000042
11590,0.000000,0.000042
11591,0.000084,0.012167
11592,0.000000,0.000000
11593,0.000084,0.022250
11594,0.000000,0.000000
11595,0.000000,0.000042
11596,0.000000,0.000000
11597,0.000083,0.022958
11598,0.000000,0.000042
11599,0.000042,0.000041
11600,0.000042,0.000042
11601,0.000041,0.000042
11602,0.000041,0.000042
11603,0.000042,0.000042
11604,0.000042,0.000042
11605,0.000042,0.000041
11606,0.000041,0.000042
11607,0.000041,0.000042
11608,0.000042,0.000000
11609,0.000042,0.000042
11610,0.000041,0.000042
11611,0.000000,0.000000
11612,0.000042,0.000000
11613,0.000041,0.000042
11614,0.000041,0.000042
11615,0.000042,0.000041
11616,0.000000,0.000000
11617,0.000083,0.021917
11618,0.000042,0.000041
11619,0.000042,0.000042
11620,0.000042,0.000042
11621,0.000083,0.022792
11622,0.000041,0.000042
11623,0.000041,0.011791
11624,0.000000,0.000000
11625,0.000042,0.000042
11626,0.000000,0.000041
11627,0.000041,0.000042
11628,0.000000,0.000041
11629,0.000041,0.000042
11630,0.000042,0.000000
11631,0.000042,0.000042
11632,0.000042,0.000000
11633,0.000084,0.022084
11634,0.000041,0.000042
11635,0.000000,0.000041
11636,0.000000,0.000000
11637,0.000042,0.000041
11638,0.000042,0.000041
11639,0.000083,0.011958
11640,0.000000,0.000000
11641,0.000000,0.000042
11642,0.000042,0.000042
11643,0.000000,0.000042
11644,0.000041,0.000000
11645,0.000041,0.000000
11646,0.000042,0.000042
11647,0.000042,0.000041
11648,0.000000,0.000042
11649,0.000000,0.000042
11650,0.000042,0.000041
11651,0.000083,0.012375
11652,0.000042,0.000000
11653,0.000084,0.000042
11654,0.000000,0.000041
11655,0.000041,0.000042
11656,0.000042,0.000042
11657,0.000042,0.022042
11658,0.000042,0.000042
11659,0.000083,0.012042
11660,0.000042,0.000041
11661,0.000041,0.000042
11662,0.000041,0.000042
11663,0.000083,0.011875
11664,0.000041,0.000042
11665,0.000000,0.000041
11666,0.000042,0.000042
11667,0.000000,0.000000
11668,0.000042,0.000041
11669,0.000000,0.000042
11670,0.000042,0.000000
11671,0.000000,0.000000
11672,0.000042,0.000042
11673,0.000041,0.000042
11674,0.000042,0.000000
11675,0.000041,0.000042
11676,0.000042,0.000042
11677,0.000083,0.022333
11678,0.000000,0.000041
11679,0.000000,0.000041
11680,0.000041,0.000042
11681,0.000083,0.022667
11682,0.000041,0.000042
11683,0.000042,0.000042
11684,0.000000,0.000042
11685,0.000042,0.000041
11686,0.000042,0.000041
11687,0.000042,0.000000
11688,0.000000,0.000000
11689,0.000084,0.023000
11690,0.000000,0.000042
11691,0.000000,0.000042
11692,0.000042,0.000000
11693,0.000000,0.000000
11694,0.000042,0.000042
11695,0.000000,0.000042
11696,0.000000,0.000042
11697,0.000042,0.000042
11698,0.000042,0.000041
11699,0.000083,0.022583
11700,0.000000,0.000000
11701,0.000083,0.022750
11702,0.000000,0.000042
11703,0.000042,0.000042
11704,0.000000,0.000041
11705,0.000000,0.000042
11706,0.000042,0.000000
11707,0.000000,0.000000
11708,0.000041,0.000042
11709,0.000042,0.000041
11710,0.000042,0.000042
11711,0.000000,0.000042
11712,0.000042,0.000041
11713,0.000041,0.000042
11714,0.000000,0.000000
11715,0.000042,0.000041
11716,0.000041,0.000000
11717,0.000083,0.021875
11718,0.000042,0.000042
11719,0.000083,0.023833
11720,0.000041,0.000042
11721,0.000042,0.000042
11722,0.000000,0.000042
11723,0.000042,0.000042
11724,0.000042,0.000041
11725,0.000000,0.000042
11726,0.000042,0.000041
11727,0.000041,0.000042
11728,0.000042,0.000041
11729,0.000041,0.000042
11730,0.000041,0.000000
11731,0.000125,0.023958
11732,0.000000,0.000000
11733,0.000000,0.000042
11734,0.000000,0.000000
11735,0.000000,0.000042
11736,0.000000,0.000042
11737,0.000042,0.000042
11738,0.000000,0.000042
11739,0.000042,0.000042
11740,0.000042,0.000000
11741,0.000042,0.011958
11742,0.000000,0.000042
11743,0.000083,0.022292
11744,0.000000,0.000000
11745,0.000042,0.000042
11746,0.000042,0.000041
11747,0.000042,0.000042
11748,0.000000,0.000041
11749,0.000041,0.000042
11750,0.000000,0.000042
11751,0.000000,0.000042
11752,0.000042,0.000041
11753,0.000041,0.000042
11754,0.000042,0.000042
11755,0.000000,0.000041
11756,0.000041,0.000042
11757,0.000042,0.000041
11758,0.000042,0.000000
11759,0.000042,0.000000
11760,0.000000,0.000000
11761,0.000042,0.000000
11762,0.000042,0.000000
11763,0.000042,0.000000
11764,0.000041,0.000042
11765,0.000000,0.000625
11766,0.000042,0.000041
11767,0.000000,0.000042
11768,0.000000,0.000041
11769,0.000042,0.000042
11770,0.000000,0.000000
11771,0.000083,0.012583
11772,0.000000,0.000000
11773,0.000083,0.011916
11774,0.000042,0.000041
11775,0.000042,0.000042
11776,0.000000,0.000000
11777,0.000084,0.022333
11778,0.000042,0.000041
11779,0.000125,0.021625
11780,0.000041,0.000042
11781,0.000041,0.000042
11782,0.000042,0.000042
11783,0.000125,0.022292
11784,0.000042,0.000041
11785,0.000041,0.000042
11786,0.000041,0.000042
11787,0.000000,0.000041
11788,0.000041,0.000042
11789,0.000083,0.022417
11790,0.000000,0.000000
11791,0.000084,0.000042
11792,0.000042,0.000041
11793,0.000000,0.000000
11794,0.000000,0.000042
11795,0.000042,0.000042
11796,0.000000,0.000042
11797,0.000041,0.000042
11798,0.000000,0.000042
11799,0.000042,0.000041
11800,0.000000,0.000042
11801,0.000083,0.022292
11802,0.000041,0.000042
11803,0.000042,0.000041
11804,0.000000,0.000000
11805,0.000041,0.000000
11806,0.000042,0.000000
11807,0.000083,0.022791
11808,0.000041,0.000000
11809,0.000041,0.000042
11810,0.000041,0.000042
11811,0.000042,0.000041
11812,0.000000,0.000000
11813,0.000084,0.022084
11814,0.000042,0.000041
11815,0.000042,0.000041
11816,0.000000,0.000042
11817,0.000041,0.000042
11818,0.000042,0.000042
11819,0.000042,0.000041
11820,0.000000,0.000042
11821,0.000083,0.022083
11822,0.000042,0.000042
11823,0.000000,0.000042
11824,0.000042,0.000000
11825,0.000000,0.000000
11826,0.000000,0.000041
11827,0.000125,0.022000
11828,0.000041,0.000042
11829,0.000042,0.000042
11830,0.000042,0.000042
11831,0.000083,0.023291
11832,0.000042,0.000041
11833,0.000084,0.022333
11834,0.000000,0.000000
11835,0.000042,0.000042
11836,0.000000,0.000000
11837,0.000042,0.000042
11838,0.000000,0.000000
11839,0.000083,0.022958
11840,0.000042,0.000041
11841,0.000000,0.000041
11842,0.000042,0.000041
11843,0.000041,0.000042
11844,0.000000,0.000000
11845,0.000000,0.000041
11846,0.000042,0.000042
11847,0.000000,0.000000
11848,0.000041,0.000042
11849,0.000084,0.000000
11850,0.000042,0.000041
11851,0.000041,0.000042
11852,0.000042,0.000000
11853,0.000000,0.000042
11854,0.000042,0.000042
11855,0.000041,0.000042
11856,0.000041,0.000042
11857,0.000042,0.012584
11858,0.000000,0.000042
11859,0.000000,0.000042
11860,0.000042,0.000041
11861,0.000041,0.000042
11862,0.000000,0.000041
11863,0.000125,0.022583
11864,0.000042,0.000042
11865,0.000042,0.000000
11866,0.000000,0.000042
11867,0.000084,0.022709
11868,0.000041,0.000042
11869,0.000000,0.000042
11870,0.000042,0.000042
11871,0.000000,0.000042
11872,0.000000,0.000042
11873,0.000042,0.000041
11874,0.000041,0.000042
11875,0.000042,0.000041
11876,0.000041,0.000042
11877,0.000042,0.000041
11878,0.000041,0.000042
11879,0.000042,0.000041
11880,0.000041,0.000000
11881,0.000084,0.012500
11882,0.000041,0.000000
11883,0.000042,0.000042
11884,0.000042,0.000041
11885,0.000042,0.000042
11886,0.000041,0.000042
11887,0.000083,0.023417
11888,0.000000,0.000041
11889,0.000042,0.000041
11890,0.000041,0.000000
11891,0.000041,0.000042
11892,0.000041,0.000042
11893,0.000042,0.000041
11894,0.000000,0.000000
11895,0.000000,0.000041
11896,0.000000,0.000000
11897,0.000083,0.022375
11898,0.000000,0.000000
11899,0.000042,0.012542
11900,0.000000,0.000000
11901,0.000041,0.000042
11902,0.000000,0.000042
11903,0.000083,0.022250
11904,0.000042,0.000000
11905,0.000000,0.000042
11906,0.000042,0.000042
11907,0.000000,0.000083
11908,0.000042,0.000000
11909,0.000084,0.021625
11910,0.000041,0.000042
11911,0.000041,0.000042
11912,0.000041,0.000042
11913,0.000000,0.000000
11914,0.000042,0.000042
11915,0.000000,0.000042
11916,0.000000,0.000000
11917,0.000041,0.000042
11918,0.000000,0.000042
11919,0.000042,0.000042
11920,0.000042,0.000667
11921,0.000041,0.000041
11922,0.000000,0.000041
11923,0.000125,0.022167
11924,0.000042,0.000042
11925,0.000041,0.000042
11926,0.000000,0.000041
11927,0.000125,0.024000
11928,0.000000,0.000042
11929,0.000042,0.012000
11930,0.000042,0.000042
11931,0.000000,0.000042
11932,0.000000,0.000042
11933,0.000083,0.022958
11934,0.000042,0.000042
11935,0.000000,0.000042
11936,0.000041,0.000042
11937,0.000041,0.000042
11938,0.000000,0.000041
11939,0.000125,0.023208
11940,0.000041,0.000000
11941,0.000084,0.034584
11942,0.000042,0.000042
11943,0.000000,0.000042
11944,0.000000,0.000042
11945,0.000041,0.000041
11946,0.000000,0.000000
11947,0.000000,0.000041
11948,0.000042,0.000208
11949,0.000000,0.000083
11950,0.000042,0.000042
11951,0.000041,0.000042
11952,0.000042,0.000042
11953,0.000083,0.023458
11954,0.000042,0.000042
11955,0.000042,0.000041
11956,0.000000,0.000000
11957,0.000000,0.000042
11958,0.000042,0.000041
11959,0.000084,0.022334
11960,0.000042,0.000041
11961,0.000000,0.000041
11962,0.000041,0.000000
11963,0.000042,0.000042
11964,0.000000,0.000000
11965,0.000000,0.000042
11966,0.000000,0.000000
11967,0.000042,0.000041
11968,0.000000,0.000000
11969,0.000084,0.021959
11970,0.000042,0.000042
11971,0.000125,0.022250
11972,0.000042,0.000042
11973,0.000000,0.000041
11974,0.000041,0.000000
11975,0.000041,0.000042
11976,0.000042,0.000042
11977,0.000041,0.000042
11978,0.000000,0.000000
11979,0.000000,0.000042
11980,0.000000,0.000041
11981,0.000083,0.022083
11982,0.000042,0.000041
11983,0.000125,0.000250
11984,0.000000,0.000041
11985,0.000042,0.000084
11986,0.000000,0.000042
11987,0.000083,0.023791
11988,0.000041,0.000000
11989,0.000000,0.000083
11990,0.000041,0.000042
11991,0.000041,0.000042
11992,0.000000,0.000084
11993,0.000083,0.012208
11994,0.000000,0.000041
11995,0.000000,0.000041
11996,0.000042,0.000041
11997,0.000000,0.000042
11998,0.000042,0.000042
11999,0.000042,0.000041
12000,0.000042,0.000041
12001,0.000041,0.000167
12002,0.000042,0.000166
12003,0.000041,0.000083
12004,0.000000,0.000000
12005,0.000000,0.000042
12006,0.000042,0.000042
12007,0.000125,0.023917
12008,0.000041,0.000042
12009,0.000000,0.000042
12010,0.000042,0.000000
12011,0.000084,0.023167
12012,0.000083,0.000167
12013,0.000084,0.000167
12014,0.000000,0.000000
12015,0.000042,0.000041
12016,0.000000,0.000083
12017,0.000083,0.026208
12018,0.000000,0.000042
12019,0.000042,0.000041
12020,0.000000,0.000041
12021,0.000042,0.000042
12022,0.000000,0.000000
12023,0.000084,0.000917
12024,0.000042,0.000041
12025,0.000041,0.000042
12026,0.000000,0.000000
12027,0.000042,0.000042
12028,0.000042,0.000000
12029,0.000042,0.000083
12030,0.000042,0.000041
12031,0.000083,0.000083
12032,0.000000,0.000042
12033,0.000041,0.000042
12034,0.000000,0.000042
12035,0.000042,0.000041
12036,0.000041,0.000125
12037,0.000167,0.023209
12038,0.000042,0.006583
12039,0.000041,0.000083
12040,0.000041,0.000042
12041,0.000083,0.044250
12042,0.000042,0.000084
12043,0.000125,0.023500
12044,0.000000,0.000000
12045,0.000042,0.000084
12046,0.000000,0.000000
12047,0.000000,0.000041
12048,0.000042,0.000000
12049,0.000125,0.036667
12050,0.000000,0.000041
12051,0.000042,0.000042
12052,0.000041,0.000042
12053,0.000042,0.000042
12054,0.000042,0.000041
12055,0.000000,0.000041
12056,0.000042,0.000041
12057,0.000041,0.000042
12058,0.000000,0.000042
12059,0.000042,0.000041
12060,0.000042,0.000000
12061,0.000000,0.000042
12062,0.000042,0.000000
12063,0.000000,0.000042
12064,0.000042,0.000041
12065,0.000000,0.000042
12066,0.000000,0.000041
12067,0.000041,0.000042
12068,0.000041,0.000000
12069,0.000208,0.000792
12070,0.000000,0.000042
12071,0.000167,0.026042
12072,0.000000,0.000041
12073,0.000125,0.022208
12074,0.000042,0.000042
12075,0.000041,0.000083
12076,0.000041,0.000000
12077,0.000042,0.000042
12078,0.000042,0.000000
12079,0.000042,0.000041
12080,0.000041,0.000042
12081,0.000042,0.000041
12082,0.000084,0.000250
12083,0.000083,0.000083
12084,0.000042,0.000125
12085,0.000042,0.000041
12086,0.000042,0.000042
12087,0.000000,0.000084
12088,0.000042,0.000042
12089,0.000042,0.000041
12090,0.000000,0.000042
12091,0.000125,0.013042
12092,0.000000,0.000042
12093,0.000042,0.000041
12094,0.000041,0.000042
12095,0.000042,0.000041
12096,0.000042,0.000042
12097,0.000125,0.022000
12098,0.000000,0.000041
12099,0.000041,0.000042
12100,0.000000,0.000000
12101,0.000083,0.028416
12102,0.000000,0.000042
12103,0.000041,0.000042
12104,0.000000,0.000000
12105,0.000042,0.000042
12106,0.000041,0.000042
12107,0.000125,0.023000
12108,0.000000,0.000042
12109,0.000084,0.022084
12110,0.000041,0.000042
12111,0.000041,0.000042
12112,0.000000,0.000000
12113,0.000083,0.022625
12114,0.000042,0.000042
12115,0.000000,0.000042
12116,0.000000,0.000042
12117,0.000041,0.000042
12118,0.000000,0.000041
